notice_id,candidate_count,portal_id
N000253,34,P002
N000261,0,P168
N000269,5,P211
N000277,322,P002
N000285,15,P189
N000293,1,P215
N000301,6,P006
N000309,6,P006
N000317,0,P260
N000325,8,P236
N000333,0,P069
N000341,67,P002
N000349,1,P200
N000357,2,P004
N000365,3,P014
N000373,13,P250
N000381,3,P227
N000389,4,P094
N000397,0,P003
N000405,9,P097
N000413,4,P094
N000421,23,P217
N000429,78,P004
N000437,1,P004
N000445,147,P001
N000453,1,P137
N000461,220,P001
N000469,44,P003
N000477,5,P094
N000485,13,P094
N000493,3,P094
N000501,7,P073
N000509,0,P094
N000517,8,P004
N000525,335,P002
N000533,6,P200
N000541,30,P003
N000549,5,P006
N000557,3,P078
N000565,0,P181
N000573,97,P002
N000581,0,P003
N000589,5,P239
N000597,299,P001
N000605,50,P094
N000613,5,P240
N000621,4,P240
N000629,17,P143
N000637,3,P094
N000645,10,P097
N000653,4,P060
N000661,1,P232
N000669,0,P221
N000677,4,P221
N000685,83,P001
N000693,2,P167
N000701,120,P001
N000709,5,P166
N000717,100,P002
N000725,18,P003
N000733,1,P202
N000741,16,P240
N000749,2,P028
N000757,40,P003
N000765,0,P192
N000773,0,P150
N000781,98,P005
N000789,3,P227
N000797,135,P002
N000805,53,P004
N000813,0,P013
N000821,0,P094
N000829,103,P003
N000837,0,P183
N000845,2,P020
N000853,0,P006
N000861,4,P195
N000869,2,P094
N000877,1,P020
N000885,403,P005
N000893,0,P179
N000901,17,P240
N000909,2,P020
N000917,3,P215
N000925,5,P229
N000933,2,P088
N000941,4,P094
N000949,1,P006
N000957,0,P221
N000965,6,P094
N000973,0,P180
N000981,1,P037
N000989,0,P035
N000997,0,P071
N001005,194,P001
N001013,5,P058
N001021,1,P228
N001029,1,P106
N001037,0,P241
N001045,3,P260
N001053,8,P056
N001061,5,P215
N001069,6,P240
N001077,6,P094
N001085,0,P020
N001093,96,P002
N001101,232,P001
N001109,0,P094
N001117,9,P094
N001125,15,P006
N001133,5,P094
N001141,2,P141
N001149,0,P182
N001157,13,P094
N001165,2,P133
N001173,24,P004
N001181,2,P235
N001189,1,P026
N001197,87,P001
N001205,0,P228
N001213,191,P002
N001221,35,P006
N001229,0,P094
N001237,7,P004
N001245,0,P094
N001253,0,P219
N001261,4,P240
N001269,4,P020
N001277,10,P228
N001285,39,P001
N001293,0,P094
N001301,1,P098
N001309,47,P004
N001317,4,P240
N001325,1,P222
N001333,105,P002
N001341,3,P225
N001349,323,P002
N001357,2,P148
N001365,3,P048
N001373,128,P005
N001381,4,P056
N001389,18,P004
N001397,6,P168
N001405,4,P122
N001413,3,P156
N001421,350,P005
N001429,88,P004
N001437,0,P167
N001445,2,P094
N001453,188,P005
N001461,2,P099
N001469,59,P004
N001477,6,P087
N001485,3,P240
N001493,7,P003
N001501,7,P211
N001509,3,P094
N001517,246,P001
N001525,81,P004
N001533,14,P136
N001541,1,P044
N001549,0,P003
N001557,2,P094
N001565,1,P240
N001573,1,P238
N001581,13,P021
N001589,112,P002
N001597,328,P005
N001605,224,P001
N001613,1,P013
N001621,3,P044
N001629,8,P210
N001637,0,P221
N001645,24,P019
N001653,77,P006
N001661,7,P044
N001669,5,P097
N001677,9,P003
N001685,13,P002
N001693,1,P106
N001701,0,P146
N001709,2,P242
N001717,1,P240
N001725,155,P001
N001733,1,P248
N001741,124,P005
N001749,10,P003
N001757,1,P235
N001765,82,P006
N001773,1,P235
N001781,16,P097
N001789,3,P014
N001797,0,P094
N001805,31,P217
N001813,2,P138
N001821,10,P006
N001829,4,P094
N001837,4,P190
N001845,58,P001
N001853,2,P020
N001861,0,P081
N001869,5,P004
N001877,79,P004
N001885,6,P250
N001893,10,P249
N001901,1,P232
N001909,4,P004
N001917,5,P054
N001925,7,P004
N001933,3,P257
N001941,0,P221
N001949,78,P002
N001957,1,P078
N001965,1,P044
N001973,0,P021
N001981,0,P145
N001989,3,P099
N001997,5,P044
N002005,0,P094
N002013,4,P200
N002021,6,P002
N002029,1,P091
N002037,6,P181
N002045,363,P001
N002053,1,P215
N002061,77,P005
N002069,62,P001
N002077,4,P215
N002085,0,P088
N002093,10,P260
N002101,1,P217
N002109,4,P167
N002117,9,P240
N002125,10,P175
N002133,0,P029
N002141,0,P090
N002149,0,P244
N002157,4,P229
N002165,0,P181
N002173,4,P071
N002181,0,P234
N002189,81,P002
N002197,2,P240
N002205,5,P215
N002213,2,P094
N002221,0,P020
N002229,76,P004
N002237,250,P001
N002245,1,P094
N002253,4,P129
N002261,2,P215
N002269,1,P211
N002277,0,P044
N002285,49,P001
N002293,5,P144
N002301,17,P004
N002309,321,P005
N002317,3,P096
N002325,3,P006
N002333,3,P163
N002341,2,P195
N002349,3,P002
N002357,3,P094
N002365,2,P117
N002373,1,P004
N002381,3,P036
N002389,25,P208
N002397,76,P005
N002405,0,P240
N002413,7,P044
N002421,59,P003
N002429,4,P191
N002437,2,P020
N002445,2,P094
N002453,0,P094
N002461,10,P094
N002469,14,P028
N002477,14,P020
N002485,0,P142
N002493,251,P002
N002501,12,P006
N002509,1,P003
N002517,172,P006
N002525,1,P229
N002533,5,P094
N002541,0,P049
N002549,2,P049
N002557,298,P002
N002565,48,P001
N002573,124,P005
N002581,0,P209
N002589,72,P003
N002597,148,P001
N002605,19,P006
N002613,0,P004
N002621,152,P001
N002629,3,P020
N002637,209,P001
N002645,39,P003
N002653,212,P001
N002661,3,P199
N002669,94,P001
N002677,5,P242
N002685,91,P006
N002693,205,P005
N002701,1,P001
N002709,5,P003
N002717,2,P004
N002725,1,P221
N002733,3,P094
N002741,5,P089
N002749,11,P006
N002757,8,P146
N002765,37,P005
N002773,103,P001
N002781,0,P183
N002789,2,P180
N002797,14,P005
N002805,0,P136
N002813,100,P005
N002821,45,P006
N002829,3,P020
N002837,4,P050
N002845,365,P002
N002853,150,P001
N002861,1,P094
N002869,4,P094
N002877,3,P222
N002885,0,P215
N002893,2,P013
N002901,79,P002
N002909,2,P094
N002917,1,P105
N002925,74,P003
N002933,2,P153
N002941,86,P005
N002949,12,P112
N002957,28,P003
N002965,7,P249
N002973,56,P001
N002981,19,P001
N002989,56,P002
N002997,62,P005
N003005,95,P002
N003013,11,P002
N003021,114,P005
N003029,0,P214
N003037,0,P062
N003045,0,P003
N003053,5,P214
N003061,6,P043
N003069,1,P073
N003077,81,P002
N003085,5,P044
N003093,2,P004
N003101,2,P127
N003109,327,P005
N003117,79,P002
N003125,2,P219
N003133,19,P094
N003141,71,P003
N003149,7,P240
N003157,0,P020
N003165,14,P181
N003173,1,P180
N003181,4,P165
N003189,3,P094
N003197,74,P002
N003205,0,P221
N003213,0,P088
N003221,0,P094
N003229,0,P087
N003237,2,P001
N003245,9,P006
N003253,89,P004
N003261,1,P228
N003269,3,P243
N003277,8,P260
N003285,65,P005
N003293,7,P215
N003301,2,P246
N003309,7,P004
N003317,3,P036
N003325,20,P094
N003333,84,P005
N003341,0,P240
N003349,2,P009
N003357,1,P094
N003365,5,P167
N003373,11,P002
N003381,6,P094
N003389,162,P001
N003397,68,P003
N003405,1,P094
N003413,1,P240
N003421,14,P094
N003429,55,P004
N003437,138,P005
N003445,15,P072
N003453,29,P003
N003461,263,P001
N003469,122,P001
N003477,158,P006
N003485,5,P004
N003493,2,P174
N003501,157,P003
N003509,1,P094
N003517,4,P027
N003525,18,P078
N003533,2,P094
N003541,0,P048
N003549,0,P006
N003557,2,P020
N003565,334,P005
N003573,46,P002
N003581,8,P020
N003589,1,P129
N003597,77,P001
N003605,1,P020
N003613,4,P181
N003621,5,P096
N003629,40,P002
N003637,6,P122
N003645,17,P006
N003653,1,P006
N003661,6,P044
N003669,4,P069
N003677,132,P002
N003685,6,P137
N003693,2,P112
N003701,3,P094
N003709,0,P258
N003717,0,P181
N003725,103,P002
N003733,1,P094
N003741,4,P240
N003749,92,P003
N003757,0,P218
N003765,49,P003
N003773,7,P232
N003781,3,P099
N003789,26,P006
N003797,2,P081
N003805,34,P003
N003813,0,P219
N003821,219,P002
N003829,1,P094
N003837,6,P004
N003845,0,P111
N003853,0,P172
N003861,1,P255
N003869,2,P006
N003877,103,P001
N003885,0,P094
N003893,0,P094
N003901,5,P094
N003909,272,P001
N003917,0,P013
N003925,12,P238
N003933,12,P152
N003941,193,P005
N003949,8,P004
N003957,3,P030
N003965,6,P094
N003973,0,P094
N003981,2,P187
N003989,3,P094
N003997,0,P241
N004005,23,P005
N004013,223,P002
N004021,0,P207
N004029,16,P006
N004037,10,P003
N004045,31,P005
N004053,266,P001
N004061,23,P094
N004069,14,P006
N004077,3,P020
N004085,2,P069
N004093,1,P222
N004101,119,P002
N004109,3,P088
N004117,23,P003
N004125,5,P003
N004133,164,P003
N004141,0,P111
N004149,4,P238
N004157,2,P061
N004165,13,P218
N004173,0,P090
N004181,5,P003
N004189,7,P094
N004197,3,P238
N004205,4,P089
N004213,1,P058
N004221,66,P002
N004229,230,P002
N004237,3,P094
N004245,1,P209
N004253,8,P216
N004261,7,P003
N004269,1,P245
N004277,6,P006
N004285,5,P240
N004293,0,P020
N004301,3,P006
N004309,38,P004
N004317,144,P004
N004325,5,P141
N004333,1,P208
N004341,1,P046
N004349,35,P005
N004357,5,P057
N004365,0,P221
N004373,254,P002
N004381,3,P094
N004389,6,P146
N004397,0,P150
N004405,2,P003
N004413,16,P002
N004421,5,P211
N004429,0,P020
N004437,195,P001
N004445,0,P140
N004453,187,P005
N004461,15,P240
N004469,52,P122
N004477,5,P094
N004485,0,P240
N004493,1,P064
N004501,0,P238
N004509,4,P073
N004517,4,P044
N004525,135,P002
N004533,0,P094
N004541,7,P044
N004549,92,P003
N004557,0,P122
N004565,32,P002
N004573,2,P090
N004581,50,P052
N004589,0,P094
N004597,1,P003
N004605,3,P108
N004613,0,P221
N004621,85,P003
N004629,9,P003
N004637,3,P097
N004645,7,P240
N004653,3,P240
N004661,0,P094
N004669,3,P020
N004677,2,P215
N004685,0,P140
N004693,12,P006
N004701,50,P001
N004709,32,P230
N004717,77,P004
N004725,8,P094
N004733,65,P003
N004741,1,P227
N004749,22,P181
N004757,0,P054
N004765,0,P094
N004773,5,P077
N004781,0,P011
N004789,3,P057
N004797,3,P044
N004805,362,P005
N004813,0,P094
N004821,0,P094
N004829,12,P094
N004837,2,P141
N004845,9,P001
N004853,9,P094
N004861,248,P002
N004869,2,P112
N004877,1,P143
N004885,2,P240
N004893,1,P227
N004901,3,P240
N004909,47,P005
N004917,1,P094
N004925,0,P073
N004933,137,P005
N004941,11,P020
N004949,2,P203
N004957,0,P094
N004965,3,P094
N004973,6,P257
N004981,1,P013
N004989,3,P088
N004997,99,P005
N005005,3,P002
N005013,117,P001
N005021,20,P004
N005029,8,P077
N005037,14,P087
N005045,1,P242
N005053,89,P003
N005061,0,P060
N005069,1,P094
N005077,181,P004
N005085,0,P020
N005093,1,P162
N005101,1,P086
N005109,1,P105
N005117,13,P111
N005125,2,P020
N005133,1,P225
N005141,0,P137
N005149,5,P094
N005157,7,P124
N005165,0,P094
N005173,2,P014
N005181,34,P005
N005189,1,P094
N005197,7,P044
N005205,4,P229
N005213,0,P111
N005221,1,P004
N005229,2,P020
N005237,4,P094
N005245,160,P005
N005253,3,P020
N005261,5,P044
N005269,24,P006
N005277,2,P246
N005285,4,P094
N005293,0,P013
N005301,25,P001
N005309,43,P002
N005317,0,P031
N005325,158,P004
N005333,1,P195
N005341,3,P106
N005349,0,P250
N005357,1,P094
N005365,0,P106
N005373,3,P240
N005381,159,P005
N005389,4,P041
N005397,168,P001
N005405,0,P120
N005413,347,P001
N005421,0,P109
N005429,70,P006
N005437,2,P073
N005445,76,P003
N005453,3,P207
N005461,0,P245
N005469,1,P094
N005477,0,P155
N005485,36,P001
N005493,78,P004
N005501,0,P093
N005509,5,P094
N005517,94,P004
N005525,77,P002
N005533,2,P003
N005541,0,P140
N005549,103,P001
N005557,0,P044
N005565,2,P094
N005573,4,P208
N005581,81,P001
N005589,299,P005
N005597,274,P001
N005605,9,P044
N005613,137,P006
N005621,5,P228
N005629,114,P005
N005637,3,P073
N005645,0,P240
N005653,3,P094
N005661,2,P180
N005669,14,P003
N005677,2,P195
N005685,7,P123
N005693,16,P001
N005701,1,P183
N005709,66,P002
N005717,101,P004
N005725,50,P005
N005733,74,P002
N005741,3,P094
N005749,7,P006
N005757,13,P207
N005765,0,P189
N005773,9,P198
N005781,3,P139
N005789,108,P002
N005797,6,P020
N005805,102,P001
N005813,1,P115
N005821,46,P004
N005829,2,P034
N005837,3,P003
N005845,0,P202
N005853,0,P244
N005861,3,P003
N005869,2,P006
N005877,274,P005
N005885,1,P238
N005893,148,P002
N005901,4,P154
N005909,3,P002
N005917,2,P057
N005925,4,P044
N005933,0,P238
N005941,197,P002
N005949,2,P094
N005957,25,P004
N005965,5,P006
N005973,101,P003
N005981,1,P069
N005989,129,P005
N005997,13,P003
N006005,3,P020
N006013,6,P179
N006021,20,P094
N006029,18,P232
N006037,122,P001
N006045,136,P002
N006053,0,P004
N006061,4,P237
N006069,1,P094
N006077,342,P002
N006085,1,P189
N006093,5,P010
N006101,8,P229
N006109,8,P030
N006117,5,P094
N006125,10,P180
N006133,2,P001
N006141,3,P148
N006149,0,P094
N006157,1,P046
N006165,69,P003
N006173,2,P056
N006181,84,P004
N006189,16,P003
N006197,1,P020
N006205,1,P020
N006213,74,P005
N006221,0,P156
N006229,1,P094
N006237,19,P003
N006245,2,P094
N006253,8,P200
N006261,0,P094
N006269,5,P006
N006277,3,P229
N006285,5,P056
N006293,102,P002
N006301,15,P003
N006309,43,P002
N006317,3,P235
N006325,3,P073
N006333,10,P006
N006341,11,P200
N006349,41,P001
N006357,16,P005
N006365,3,P167
N006373,3,P204
N006381,6,P038
N006389,9,P020
N006397,0,P003
N006405,8,P006
N006413,7,P215
N006421,28,P002
N006429,12,P081
N006437,4,P004
N006445,6,P094
N006453,5,P136
N006461,155,P003
N006469,169,P005
N006477,13,P005
N006485,10,P073
N006493,3,P240
N006501,150,P001
N006509,0,P121
N006517,4,P257
N006525,0,P025
N006533,0,P240
N006541,70,P003
N006549,195,P002
N006557,129,P003
N006565,2,P227
N006573,4,P047
N006581,0,P207
N006589,50,P146
N006597,1,P044
N006605,5,P139
N006613,10,P006
N006621,4,P189
N006629,0,P094
N006637,0,P003
N006645,47,P002
N006653,2,P002
N006661,5,P240
N006669,0,P222
N006677,91,P006
N006685,102,P002
N006693,1,P240
N006701,1,P086
N006709,2,P094
N006717,8,P094
N006725,12,P076
N006733,1,P020
N006741,4,P077
N006749,3,P181
N006757,0,P094
N006765,0,P240
N006773,3,P002
N006781,122,P003
N006789,2,P024
N006797,0,P100
N006805,10,P003
N006813,8,P129
N006821,1,P094
N006829,62,P006
N006837,2,P141
N006845,5,P215
N006853,6,P088
N006861,123,P003
N006869,274,P002
N006877,9,P004
N006885,14,P001
N006893,4,P003
N006901,0,P217
N006909,0,P094
N006917,2,P020
N006925,25,P005
N006933,0,P187
N006941,0,P020
N006949,32,P190
N006957,2,P105
N006965,2,P094
N006973,84,P004
N006981,0,P068
N006989,15,P002
N006997,2,P214
N007005,128,P004
N007013,6,P004
N007021,4,P003
N007029,0,P114
N007037,2,P094
N007045,1,P227
N007053,2,P006
N007061,5,P003
N007069,1,P020
N007077,4,P207
N007085,109,P003
N007093,1,P119
N007101,43,P006
N007109,184,P002
N007117,59,P002
N007125,27,P004
N007133,18,P181
N007141,3,P091
N007149,31,P005
N007157,0,P170
N007165,114,P002
N007173,0,P046
N007181,4,P089
N007189,7,P014
N007197,45,P001
N007205,9,P061
N007213,73,P003
N007221,5,P253
N007229,0,P001
N007237,4,P227
N007245,29,P006
N007253,0,P215
N007261,2,P232
N007269,0,P094
N007277,250,P002
N007285,9,P110
N007293,2,P075
N007301,0,P051
N007309,71,P003
N007317,2,P094
N007325,1,P153
N007333,3,P199
N007341,0,P013
N007349,4,P181
N007357,1,P231
N007365,3,P001
N007373,21,P094
N007381,9,P004
N007389,10,P004
N007397,4,P096
N007405,0,P020
N007413,0,P011
N007421,3,P094
N007429,119,P001
N007437,2,P166
N007445,0,P208
N007453,6,P168
N007461,103,P003
N007469,2,P088
N007477,274,P001
N007485,10,P006
N007493,5,P105
N007501,0,P138
N007509,158,P002
N007517,0,P240
N007525,1,P202
N007533,17,P005
N007541,3,P020
N007549,1,P240
N007557,66,P003
N007565,5,P164
N007573,1,P088
N007581,68,P006
N007589,3,P043
N007597,124,P001
N007605,131,P001
N007613,0,P077
N007621,4,P113
N007629,16,P044
N007637,29,P005
N007645,1,P030
N007653,5,P058
N007661,9,P141
N007669,0,P094
N007677,4,P231
N007685,5,P056
N007693,76,P004
N007701,79,P005
N007709,0,P094
N007717,92,P002
N007725,0,P179
N007733,23,P001
N007741,15,P029
N007749,1,P003
N007757,2,P094
N007765,3,P215
N007773,14,P097
N007781,132,P001
N007789,6,P020
N007797,176,P006
N007805,5,P020
N007813,57,P001
N007821,0,P142
N007829,228,P002
N007837,4,P020
N007845,4,P006
N007853,2,P094
N007861,167,P002
N007869,0,P238
N007877,0,P180
N007885,5,P139
N007893,1,P160
N007901,0,P004
N007909,18,P001
N007917,3,P241
N007925,222,P001
N007933,0,P003
N007941,9,P006
N007949,2,P059
N007957,4,P240
N007965,82,P002
N007973,1,P210
N007981,2,P027
N007989,3,P049
N007997,2,P197
N008005,253,P001
N008013,1,P122
N008021,27,P020
N008029,1,P094
N008037,0,P129
N008045,8,P002
N008053,1,P216
N008061,4,P228
N008069,0,P202
N008077,0,P250
N008085,6,P003
N008093,1,P055
N008101,2,P026
N008109,5,P219
N008117,0,P189
N008125,8,P003
N008133,6,P136
N008141,23,P228
N008149,168,P006
N008157,6,P004
N008165,0,P241
N008173,3,P207
N008181,3,P189
N008189,22,P159
N008197,1,P225
N008205,1,P004
N008213,0,P215
N008221,19,P001
N008229,1,P207
N008237,1,P227
N008245,3,P003
N008253,7,P103
N008261,98,P001
N008269,103,P001
N008277,0,P183
N008285,59,P002
N008293,5,P004
N008301,1,P179
N008309,0,P094
N008317,0,P094
N008325,2,P257
N008333,3,P063
N008341,5,P240
N008349,132,P001
N008357,1,P070
N008365,2,P094
N008373,0,P239
N008381,0,P004
N008389,0,P221
N008397,1,P004
N008405,131,P006
N008413,3,P041
N008421,0,P040
N008429,50,P003
N008437,0,P094
N008445,89,P004
N008453,30,P002
N008461,5,P020
N008469,19,P257
N008477,13,P216
N008485,3,P159
N008493,0,P240
N008501,0,P094
N008509,5,P201
N008517,19,P004
N008525,1,P212
N008533,2,P094
N008541,280,P005
N008549,3,P020
N008557,3,P136
N008565,2,P006
N008573,0,P191
N008581,8,P094
N008589,77,P006
N008597,19,P240
N008605,6,P094
N008613,6,P229
N008621,154,P002
N008629,8,P232
N008637,9,P240
N008645,178,P001
N008653,0,P094
N008661,3,P008
N008669,4,P020
N008677,16,P174
N008685,2,P004
N008693,4,P094
N008701,6,P020
N008709,3,P175
N008717,49,P004
N008725,10,P181
N008733,0,P025
N008741,87,P001
N008749,42,P001
N008757,121,P001
N008765,0,P240
N008773,1,P020
N008781,0,P026
N008789,2,P167
N008797,9,P139
N008805,0,P242
N008813,92,P002
N008821,0,P105
N008829,146,P004
N008837,95,P002
N008845,5,P230
N008853,3,P213
N008861,0,P199
N008869,0,P097
N008877,33,P002
N008885,0,P228
N008893,1,P003
N008901,12,P004
N008909,169,P006
N008917,0,P052
N008925,3,P088
N008933,0,P215
N008941,11,P044
N008949,1,P253
N008957,3,P223
N008965,6,P006
N008973,250,P005
N008981,7,P093
N008989,219,P005
N008997,2,P094
N009005,4,P094
N009013,23,P240
N009021,84,P005
N009029,7,P258
N009037,83,P004
N009045,9,P061
N009053,0,P094
N009061,15,P026
N009069,2,P005
N009077,106,P005
N009085,111,P001
N009093,13,P001
N009101,13,P007
N009109,15,P006
N009117,2,P141
N009125,0,P221
N009133,0,P003
N009141,0,P129
N009149,0,P094
N009157,2,P020
N009165,1,P200
N009173,30,P006
N009181,0,P221
N009189,76,P006
N009197,272,P002
N009205,226,P005
N009213,32,P004
N009221,127,P005
N009229,3,P094
N009237,69,P006
N009245,1,P253
N009253,3,P227
N009261,14,P094
N009269,1,P094
N009277,8,P044
N009285,64,P004
N009293,0,P240
N009301,2,P020
N009309,13,P094
N009317,61,P005
N009325,1,P146
N009333,120,P005
N009341,3,P096
N009349,1,P136
N009357,5,P194
N009365,22,P002
N009373,12,P105
N009381,2,P240
N009389,6,P189
N009397,50,P004
N009405,57,P005
N009413,4,P047
N009421,2,P004
N009429,198,P002
N009437,0,P004
N009445,6,P001
N009453,28,P006
N009461,12,P002
N009469,56,P002
N009477,18,P006
N009485,160,P004
N009493,297,P002
N009501,5,P094
N009509,0,P146
N009517,1,P081
N009525,0,P094
N009533,0,P094
N009541,0,P020
N009549,12,P006
N009557,57,P005
N009565,8,P165
N009573,167,P002
N009581,4,P146
N009589,242,P001
N009597,6,P073
N009605,69,P006
N009613,11,P241
N009621,3,P094
N009629,0,P092
N009637,1,P056
N009645,2,P242
N009653,2,P232
N009661,3,P094
N009669,2,P094
N009677,4,P094
N009685,0,P136
N009693,3,P026
N009701,4,P196
N009709,2,P050
N009717,85,P002
N009725,2,P094
N009733,2,P069
N009741,0,P003
N009749,52,P001
N009757,33,P001
N009765,66,P001
N009773,8,P002
N009781,2,P240
N009789,18,P001
N009797,1,P216
N009805,1,P240
N009813,12,P001
N009821,0,P044
N009829,275,P001
N009837,0,P013
N009845,407,P001
N009853,87,P003
N009861,10,P170
N009869,5,P057
N009877,0,P006
N009885,22,P001
N009893,0,P094
N009901,3,P006
N009909,14,P106
N009917,5,P097
N009925,6,P094
N009933,7,P189
N009941,0,P153
N009949,101,P006
N009957,257,P002
N009965,2,P255
N009973,0,P016
N009981,78,P002
N009989,5,P094
N009997,0,P041
N010005,0,P117
N010013,7,P228
N010021,5,P020
N010029,6,P179
N010037,1,P001
N010045,9,P227
N010053,10,P004
N010061,70,P006
N010069,1,P003
N010077,54,P006
N010085,8,P006
N010093,76,P005
N010101,117,P001
N010109,5,P003
N010117,1,P054
N010125,6,P094
N010133,1,P187
N010141,274,P002
N010149,5,P094
N010157,6,P091
N010165,11,P003
N010173,2,P227
N010181,65,P001
N010189,1,P240
N010197,0,P102
N010205,0,P240
N010213,1,P006
N010221,21,P003
N010229,1,P044
N010237,83,P005
N010245,12,P005
N010253,257,P005
N010261,93,P001
N010269,0,P013
N010277,2,P139
N010285,4,P069
N010293,0,P135
N010301,120,P005
N010309,0,P004
N010317,2,P021
N010325,2,P094
N010333,1,P013
N010341,1,P196
N010349,5,P086
N010357,45,P001
N010365,3,P094
N010373,22,P240
N010381,4,P044
N010389,1,P240
N010397,4,P094
N010405,4,P006
N010413,103,P001
N010421,61,P002
N010429,8,P077
N010437,274,P005
N010445,0,P031
N010453,2,P240
N010461,213,P005
N010469,2,P044
N010477,9,P028
N010485,31,P004
N010493,2,P031
N010501,19,P020
N010509,17,P006
N010517,1,P094
N010525,2,P094
N010533,13,P094
N010541,5,P161
N010549,14,P136
N010557,0,P181
N010565,2,P094
N010573,1,P241
N010581,261,P002
N010589,1,P044
N010597,72,P001
N010605,0,P247
N010613,2,P031
N010621,1,P094
N010629,75,P006
N010637,154,P006
N010645,2,P117
N010653,11,P094
N010661,6,P004
N010669,0,P094
N010677,5,P146
N010685,7,P013
N010693,14,P003
N010701,3,P189
N010709,0,P060
N010717,28,P004
N010725,404,P001
N010733,0,P244
N010741,1,P094
N010749,5,P094
N010757,0,P020
N010765,6,P021
N010773,0,P240
N010781,4,P181
N010789,2,P161
N010797,1,P013
N010805,0,P094
N010813,44,P001
N010821,13,P003
N010829,33,P006
N010837,55,P006
N010845,46,P005
N010853,7,P006
N010861,1,P236
N010869,0,P200
N010877,2,P238
N010885,4,P003
N010893,0,P153
N010901,0,P106
N010909,35,P003
N010917,256,P002
N010925,3,P181
N010933,6,P061
N010941,36,P026
N010949,1,P215
N010957,6,P240
N010965,6,P004
N010973,3,P198
N010981,2,P094
N010989,0,P022
N010997,1,P015
N011005,2,P112
N011013,0,P189
N011021,80,P004
N011029,77,P001
N011037,1,P048
N011045,6,P189
N011053,2,P006
N011061,1,P020
N011069,0,P240
N011077,2,P028
N011085,5,P096
N011093,0,P123
N011101,8,P082
N011109,106,P001
N011117,9,P044
N011125,17,P002
N011133,13,P004
N011141,3,P094
N011149,7,P147
N011157,123,P002
N011165,123,P005
N011173,4,P020
N011181,0,P025
N011189,1,P094
N011197,4,P020
N011205,0,P229
N011213,0,P020
N011221,8,P116
N011229,0,P094
N011237,47,P004
N011245,150,P002
N011253,90,P001
N011261,4,P181
N011269,111,P001
N011277,3,P257
N011285,11,P003
N011293,22,P001
N011301,5,P020
N011309,6,P096
N011317,8,P167
N011325,4,P232
N011333,119,P005
N011341,0,P223
N011349,148,P005
N011357,80,P005
N011365,36,P004
N011373,0,P162
N011381,6,P217
N011389,0,P094
N011397,7,P249
N011405,0,P081
N011413,16,P006
N011421,81,P003
N011429,7,P214
N011437,7,P053
N011445,4,P094
N011453,13,P204
N011461,61,P002
N011469,119,P005
N011477,0,P087
N011485,19,P003
N011493,0,P020
N011501,2,P003
N011509,52,P005
N011517,1,P004
N011525,0,P214
N011533,113,P006
N011541,7,P094
N011549,8,P020
N011557,9,P181
N011565,8,P006
N011573,4,P231
N011581,7,P058
N011589,21,P136
N011597,2,P250
N011605,0,P219
N011613,83,P005
N011621,0,P151
N011629,44,P002
N011637,312,P002
N011645,1,P160
N011653,21,P004
N011661,3,P094
N011669,10,P028
N011677,12,P094
N011685,65,P003
N011693,0,P094
N011701,0,P239
N011709,2,P208
N011717,1,P028
N011725,1,P013
N011733,2,P255
N011741,3,P141
N011749,36,P002
N011757,13,P003
N011765,4,P240
N011773,3,P020
N011781,1,P020
N011789,303,P005
N011797,2,P094
N011805,2,P094
N011813,0,P221
N011821,8,P067
N011829,11,P020
N011837,1,P057
N011845,72,P001
N011853,131,P001
N011861,3,P116
N011869,247,P002
N011877,132,P005
N011885,9,P006
N011893,0,P124
N011901,1,P006
N011909,1,P240
N011917,5,P044
N011925,48,P001
N011933,75,P004
N011941,4,P215
N011949,61,P005
N011957,3,P027
N011965,2,P111
N011973,4,P240
N011981,10,P217
N011989,22,P003
N011997,5,P136
N000006,4,P069
N000014,0,P094
N000022,6,P235
N000030,1,P021
N000038,4,P020
N000046,46,P005
N000054,3,P141
N000062,2,P172
N000070,80,P002
N000078,0,P153
N000086,29,P004
N000094,9,P069
N000102,3,P094
N000110,9,P239
N000118,57,P004
N000126,0,P221
N000134,3,P020
N000142,3,P240
N000150,8,P232
N000158,0,P221
N000166,2,P174
N000174,4,P098
N000182,3,P006
N000190,5,P207
N000198,45,P003
N000206,1,P215
N000214,1,P240
N000222,1,P163
N000230,98,P002
N000238,6,P094
N000246,17,P232
N000254,117,P001
N000262,4,P006
N000270,73,P006
N000278,0,P073
N000286,230,P002
N000294,206,P002
N000302,150,P001
N000310,3,P088
N000318,173,P002
N000326,83,P006
N000334,0,P167
N000342,13,P004
N000350,1,P096
N000358,2,P222
N000366,301,P005
N000374,13,P100
N000382,107,P003
N000390,2,P146
N000398,207,P005
N000406,9,P094
N000414,2,P215
N000422,76,P001
N000430,124,P001
N000438,0,P075
N000446,7,P004
N000454,2,P217
N000462,0,P233
N000470,3,P024
N000478,5,P240
N000486,7,P082
N000494,0,P006
N000502,65,P004
N000510,0,P008
N000518,70,P005
N000526,8,P006
N000534,14,P002
N000542,19,P094
N000550,153,P002
N000558,3,P031
N000566,248,P005
N000574,32,P003
N000582,21,P005
N000590,0,P180
N000598,132,P005
N000606,2,P003
N000614,106,P002
N000622,7,P044
N000630,116,P001
N000638,23,P240
N000646,3,P131
N000654,73,P004
N000662,7,P006
N000670,13,P094
